horizon_quarter,scenario,variable,pct_dev
62,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.009
63,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.029
64,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.049
65,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.068
66,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.088
67,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.107
68,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.126
69,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.145
70,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.163
71,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.181
72,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.199
73,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.217
74,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.234
75,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.252
76,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.269
77,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.286
78,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.302
79,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.319
80,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.335
81,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.351
82,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.367
83,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.382
84,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.398
85,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.413
86,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.428
87,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.443
88,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.457
89,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.472
90,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.486
91,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.5
92,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.514
93,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.528
94,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.541
95,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.555
96,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.568
97,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.581
98,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.594
99,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.606
100,Infrastructure spending,Output (Y<sup>d</sup><sub>t</sub>),2.619
1,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),1.363
2,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.735
3,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.685
4,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.621
5,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.558
6,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.5
7,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.448
8,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.403
9,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.363
10,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.329
11,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.3
12,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.276
13,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.257
14,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.243
15,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.232
16,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.226
17,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.223
18,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.225
19,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.229
20,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.237
21,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.248
22,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.262
23,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.278
24,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.297
25,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.319
26,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.343
27,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.37
28,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.398
29,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.429
30,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.461
31,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.495
32,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.532
33,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.569
34,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.609
35,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.649
36,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.692
37,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.735
38,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.78
39,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.826
40,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.873
41,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.921
42,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),0.97
43,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),1.02
44,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),1.071
45,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),1.123
46,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),1.176
47,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),1.229
48,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),1.283
49,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),1.338
50,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),1.393
51,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),1.449
52,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),1.506
53,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),1.563
54,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),1.62
55,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),1.678
56,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),1.736
57,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),1.794
58,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),1.853
59,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),1.912
60,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),1.971
61,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),2.031
62,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),2.091
63,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),2.15
64,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),2.21
65,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),2.271
66,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),2.331
67,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),2.391
68,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),2.451
69,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),2.512
70,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),2.572
71,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),2.633
72,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),2.693
73,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),2.753
74,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),2.813
75,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),2.874
76,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),2.934
77,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),2.993
78,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),3.053
79,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),3.113
80,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),3.172
81,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),3.232
82,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),3.291
83,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),3.35
84,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),3.408
85,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),3.467
86,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),3.525
87,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),3.583
88,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),3.641
89,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),3.699
90,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),3.756
91,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),3.813
92,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),3.869
93,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),3.926
94,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),3.982
95,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),4.038
96,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),4.093
97,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),4.148
98,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),4.203
99,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),4.257
100,Human-capital spending,Output (Y<sup>d</sup><sub>t</sub>),4.311
1,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.611
2,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.017
3,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),-0.046
4,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),-0.086
5,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),-0.101
6,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),-0.093
7,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),-0.068
8,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),-0.028
9,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.022
10,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.08
11,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.144
12,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.212
13,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.284
14,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.358
15,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.434
16,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.511
17,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.588
18,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.665
19,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.742
20,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.818
21,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.894
22,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),0.97
23,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.045
24,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.119
25,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.192
26,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.264
27,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.335
28,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.405
29,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.475
30,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.543
31,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.611
32,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.677
33,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.743
34,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.808
35,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.872
36,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.935
37,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),1.997
38,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.059
39,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.119
40,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.179
41,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.238
42,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.296
43,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.353
44,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.409
45,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.465
46,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.52
47,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.574
48,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.627
49,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.68
50,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.732
51,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.783
52,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.833
53,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.883
54,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.932
55,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),2.981
56,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.029
57,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.076
58,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.122
59,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.168
60,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.213
61,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.258
62,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.302
63,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.345
64,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.388
65,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.43
66,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.471
67,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.512
68,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.553
69,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.593
70,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.632
71,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.671
72,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.709
73,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.747
74,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.784
75,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.82
76,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.857
77,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.892
78,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.927
79,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.962
80,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),3.996
81,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.03
82,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.063
83,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.096
84,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.128
85,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.16
86,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.191
87,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.222
88,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.253
89,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.283
90,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.312
91,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.342
92,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.371
93,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.399
94,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.427
95,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.455
96,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.482
97,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.509
98,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.535
99,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.561
100,R&D spending,Output (Y<sup>d</sup><sub>t</sub>),4.587
1,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.28
2,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.273
3,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.273
4,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.278
5,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.288
6,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.302
7,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.32
8,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.342
9,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.367
10,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.395
11,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.425
12,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.458
13,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.494
14,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.531
15,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.57
16,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.61
17,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.652
18,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.695
19,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.739
20,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.785
21,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.831
22,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.878
23,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.925
24,Infrastructure efficiency,Consumption (C<sub>t</sub>),1.973
25,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.021
26,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.07
27,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.119
28,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.169
29,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.218
30,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.268
31,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.317
32,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.367
33,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.417
34,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.466
35,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.516
36,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.565
37,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.615
38,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.664
39,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.712
40,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.761
41,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.809
42,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.857
43,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.905
44,Infrastructure efficiency,Consumption (C<sub>t</sub>),2.952
45,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.0
46,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.046
47,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.093
48,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.139
49,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.184
50,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.23
51,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.275
52,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.319
53,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.363
54,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.407
55,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.45
56,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.493
57,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.536
58,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.578
59,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.619
60,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.661
61,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.702
62,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.742
63,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.782
64,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.822
65,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.861
66,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.899
67,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.938
68,Infrastructure efficiency,Consumption (C<sub>t</sub>),3.976
69,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.013
70,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.05
71,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.087
72,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.123
73,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.159
74,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.195
75,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.23
76,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.264
77,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.299
78,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.333
79,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.366
80,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.399
81,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.432
82,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.464
83,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.496
84,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.528
85,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.559
86,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.59
87,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.62
88,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.65
89,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.68
90,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.709
91,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.738
92,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.767
93,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.795
94,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.823
95,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.851
96,Infrastructure efficiency,Consumption (C<sub>t</sub>),4.878
