year,shock,variable,pct_dev
2045,Infrastructure investment,Adopted technology (A<sub>t</sub>),0.92
2046,Infrastructure investment,Adopted technology (A<sub>t</sub>),0.981
2047,Infrastructure investment,Adopted technology (A<sub>t</sub>),1.04
2048,Infrastructure investment,Adopted technology (A<sub>t</sub>),1.097
2049,Infrastructure investment,Adopted technology (A<sub>t</sub>),1.152
2050,Infrastructure investment,Adopted technology (A<sub>t</sub>),1.205
2025,Human capital investment,Adopted technology (A<sub>t</sub>),0.0
2026,Human capital investment,Adopted technology (A<sub>t</sub>),-0.011
2027,Human capital investment,Adopted technology (A<sub>t</sub>),-0.03
2028,Human capital investment,Adopted technology (A<sub>t</sub>),-0.058
2029,Human capital investment,Adopted technology (A<sub>t</sub>),-0.087
2030,Human capital investment,Adopted technology (A<sub>t</sub>),-0.112
2031,Human capital investment,Adopted technology (A<sub>t</sub>),-0.125
2032,Human capital investment,Adopted technology (A<sub>t</sub>),-0.122
2033,Human capital investment,Adopted technology (A<sub>t</sub>),-0.101
2034,Human capital investment,Adopted technology (A<sub>t</sub>),-0.059
2035,Human capital investment,Adopted technology (A<sub>t</sub>),0.004
2036,Human capital investment,Adopted technology (A<sub>t</sub>),0.087
2037,Human capital investment,Adopted technology (A<sub>t</sub>),0.191
2038,Human capital investment,Adopted technology (A<sub>t</sub>),0.314
2039,Human capital investment,Adopted technology (A<sub>t</sub>),0.454
2040,Human capital investment,Adopted technology (A<sub>t</sub>),0.61
2041,Human capital investment,Adopted technology (A<sub>t</sub>),0.779
2042,Human capital investment,Adopted technology (A<sub>t</sub>),0.96
2043,Human capital investment,Adopted technology (A<sub>t</sub>),1.151
2044,Human capital investment,Adopted technology (A<sub>t</sub>),1.35
2045,Human capital investment,Adopted technology (A<sub>t</sub>),1.556
2046,Human capital investment,Adopted technology (A<sub>t</sub>),1.766
2047,Human capital investment,Adopted technology (A<sub>t</sub>),1.979
2048,Human capital investment,Adopted technology (A<sub>t</sub>),2.193
2049,Human capital investment,Adopted technology (A<sub>t</sub>),2.408
2050,Human capital investment,Adopted technology (A<sub>t</sub>),2.622
2025,R&D investment,Adopted technology (A<sub>t</sub>),0.0
2026,R&D investment,Adopted technology (A<sub>t</sub>),-0.378
2027,R&D investment,Adopted technology (A<sub>t</sub>),0.185
2028,R&D investment,Adopted technology (A<sub>t</sub>),1.078
2029,R&D investment,Adopted technology (A<sub>t</sub>),2.023
2030,R&D investment,Adopted technology (A<sub>t</sub>),2.923
2031,R&D investment,Adopted technology (A<sub>t</sub>),3.75
2032,R&D investment,Adopted technology (A<sub>t</sub>),4.501
2033,R&D investment,Adopted technology (A<sub>t</sub>),5.182
2034,R&D investment,Adopted technology (A<sub>t</sub>),5.799
2035,R&D investment,Adopted technology (A<sub>t</sub>),6.36
2036,R&D investment,Adopted technology (A<sub>t</sub>),6.871
2037,R&D investment,Adopted technology (A<sub>t</sub>),7.339
2038,R&D investment,Adopted technology (A<sub>t</sub>),7.767
2039,R&D investment,Adopted technology (A<sub>t</sub>),8.159
2040,R&D investment,Adopted technology (A<sub>t</sub>),8.52
2041,R&D investment,Adopted technology (A<sub>t</sub>),8.853
2042,R&D investment,Adopted technology (A<sub>t</sub>),9.159
2043,R&D investment,Adopted technology (A<sub>t</sub>),9.442
2044,R&D investment,Adopted technology (A<sub>t</sub>),9.703
2045,R&D investment,Adopted technology (A<sub>t</sub>),9.944
2046,R&D investment,Adopted technology (A<sub>t</sub>),10.168
2047,R&D investment,Adopted technology (A<sub>t</sub>),10.374
2048,R&D investment,Adopted technology (A<sub>t</sub>),10.565
2049,R&D investment,Adopted technology (A<sub>t</sub>),10.742
2050,R&D investment,Adopted technology (A<sub>t</sub>),10.906
2025,Government consumption,Adopted technology (A<sub>t</sub>),0.0
2026,Government consumption,Adopted technology (A<sub>t</sub>),0.004
2027,Government consumption,Adopted technology (A<sub>t</sub>),0.013
2028,Government consumption,Adopted technology (A<sub>t</sub>),0.025
2029,Government consumption,Adopted technology (A<sub>t</sub>),0.039
2030,Government consumption,Adopted technology (A<sub>t</sub>),0.056
2031,Government consumption,Adopted technology (A<sub>t</sub>),0.073
2032,Government consumption,Adopted technology (A<sub>t</sub>),0.091
2033,Government consumption,Adopted technology (A<sub>t</sub>),0.11
2034,Government consumption,Adopted technology (A<sub>t</sub>),0.128
2035,Government consumption,Adopted technology (A<sub>t</sub>),0.147
2036,Government consumption,Adopted technology (A<sub>t</sub>),0.166
2037,Government consumption,Adopted technology (A<sub>t</sub>),0.184
2038,Government consumption,Adopted technology (A<sub>t</sub>),0.201
2039,Government consumption,Adopted technology (A<sub>t</sub>),0.219
2040,Government consumption,Adopted technology (A<sub>t</sub>),0.235
2041,Government consumption,Adopted technology (A<sub>t</sub>),0.252
2042,Government consumption,Adopted technology (A<sub>t</sub>),0.267
2043,Government consumption,Adopted technology (A<sub>t</sub>),0.282
2044,Government consumption,Adopted technology (A<sub>t</sub>),0.296
2045,Government consumption,Adopted technology (A<sub>t</sub>),0.31
2046,Government consumption,Adopted technology (A<sub>t</sub>),0.323
2047,Government consumption,Adopted technology (A<sub>t</sub>),0.336
2048,Government consumption,Adopted technology (A<sub>t</sub>),0.348
2049,Government consumption,Adopted technology (A<sub>t</sub>),0.359
2050,Government consumption,Adopted technology (A<sub>t</sub>),0.37
2025,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2026,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),3.688
2027,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),6.967
2028,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),9.884
2029,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),12.478
2030,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),14.785
2031,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),16.837
2032,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),18.662
2033,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),20.285
2034,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),21.729
2035,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),23.012
2036,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),24.154
2037,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),25.17
2038,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),26.073
2039,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),26.876
2040,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),27.59
2041,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),28.226
2042,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),28.791
2043,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),29.293
2044,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),29.74
2045,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),30.138
2046,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),30.491
2047,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),30.806
2048,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),31.085
2049,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),31.334
2050,Infrastructure investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),31.555
2025,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2026,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2027,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2028,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2029,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2030,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2031,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2032,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2033,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2034,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2035,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2036,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2037,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2038,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2039,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2040,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2041,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2042,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2043,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2044,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2045,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2046,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2047,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2048,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2049,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2050,Human capital investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2025,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2026,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2027,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2028,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2029,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2030,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2031,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2032,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2033,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2034,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2035,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2036,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2037,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2038,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2039,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2040,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2041,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2042,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2043,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2044,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2045,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2046,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2047,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2048,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2049,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2050,R&D investment,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2025,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2026,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2027,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2028,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2029,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2030,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2031,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2032,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2033,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2034,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2035,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2036,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2037,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2038,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2039,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2040,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2041,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2042,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2043,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2044,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2045,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2046,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2047,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2048,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2049,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2050,Government consumption,Public infrastructure (K<sup>GI</sup><sub>t</sub>),0.0
2025,Infrastructure investment,Private capital (K<sub>t</sub>),0.0
2026,Infrastructure investment,Private capital (K<sub>t</sub>),-0.287
2027,Infrastructure investment,Private capital (K<sub>t</sub>),-0.335
2028,Infrastructure investment,Private capital (K<sub>t</sub>),-0.321
2029,Infrastructure investment,Private capital (K<sub>t</sub>),-0.263
2030,Infrastructure investment,Private capital (K<sub>t</sub>),-0.175
2031,Infrastructure investment,Private capital (K<sub>t</sub>),-0.068
2032,Infrastructure investment,Private capital (K<sub>t</sub>),0.052
2033,Infrastructure investment,Private capital (K<sub>t</sub>),0.179
2034,Infrastructure investment,Private capital (K<sub>t</sub>),0.309
2035,Infrastructure investment,Private capital (K<sub>t</sub>),0.44
2036,Infrastructure investment,Private capital (K<sub>t</sub>),0.569
2037,Infrastructure investment,Private capital (K<sub>t</sub>),0.696
2038,Infrastructure investment,Private capital (K<sub>t</sub>),0.819
2039,Infrastructure investment,Private capital (K<sub>t</sub>),0.937
2040,Infrastructure investment,Private capital (K<sub>t</sub>),1.052
2041,Infrastructure investment,Private capital (K<sub>t</sub>),1.161
2042,Infrastructure investment,Private capital (K<sub>t</sub>),1.266
2043,Infrastructure investment,Private capital (K<sub>t</sub>),1.365
2044,Infrastructure investment,Private capital (K<sub>t</sub>),1.46
2045,Infrastructure investment,Private capital (K<sub>t</sub>),1.55
2046,Infrastructure investment,Private capital (K<sub>t</sub>),1.636
2047,Infrastructure investment,Private capital (K<sub>t</sub>),1.717
2048,Infrastructure investment,Private capital (K<sub>t</sub>),1.794
2049,Infrastructure investment,Private capital (K<sub>t</sub>),1.866
2050,Infrastructure investment,Private capital (K<sub>t</sub>),1.935
2025,Human capital investment,Private capital (K<sub>t</sub>),0.0
2026,Human capital investment,Private capital (K<sub>t</sub>),-0.123
2027,Human capital investment,Private capital (K<sub>t</sub>),-0.151
2028,Human capital investment,Private capital (K<sub>t</sub>),-0.246
2029,Human capital investment,Private capital (K<sub>t</sub>),-0.366
2030,Human capital investment,Private capital (K<sub>t</sub>),-0.484
2031,Human capital investment,Private capital (K<sub>t</sub>),-0.582
2032,Human capital investment,Private capital (K<sub>t</sub>),-0.651
2033,Human capital investment,Private capital (K<sub>t</sub>),-0.687
2034,Human capital investment,Private capital (K<sub>t</sub>),-0.689
2035,Human capital investment,Private capital (K<sub>t</sub>),-0.655
2036,Human capital investment,Private capital (K<sub>t</sub>),-0.59
2037,Human capital investment,Private capital (K<sub>t</sub>),-0.495
2038,Human capital investment,Private capital (K<sub>t</sub>),-0.374
2039,Human capital investment,Private capital (K<sub>t</sub>),-0.229
2040,Human capital investment,Private capital (K<sub>t</sub>),-0.065
2041,Human capital investment,Private capital (K<sub>t</sub>),0.116
2042,Human capital investment,Private capital (K<sub>t</sub>),0.31
2043,Human capital investment,Private capital (K<sub>t</sub>),0.516
2044,Human capital investment,Private capital (K<sub>t</sub>),0.729
2045,Human capital investment,Private capital (K<sub>t</sub>),0.95
2046,Human capital investment,Private capital (K<sub>t</sub>),1.174
2047,Human capital investment,Private capital (K<sub>t</sub>),1.401
2048,Human capital investment,Private capital (K<sub>t</sub>),1.628
2049,Human capital investment,Private capital (K<sub>t</sub>),1.855
2050,Human capital investment,Private capital (K<sub>t</sub>),2.081
2025,R&D investment,Private capital (K<sub>t</sub>),0.0
2026,R&D investment,Private capital (K<sub>t</sub>),-0.072
2027,R&D investment,Private capital (K<sub>t</sub>),-0.384
2028,R&D investment,Private capital (K<sub>t</sub>),-0.689
2029,R&D investment,Private capital (K<sub>t</sub>),-0.877
2030,R&D investment,Private capital (K<sub>t</sub>),-0.939
2031,R&D investment,Private capital (K<sub>t</sub>),-0.894
2032,R&D investment,Private capital (K<sub>t</sub>),-0.768
2033,R&D investment,Private capital (K<sub>t</sub>),-0.586
2034,R&D investment,Private capital (K<sub>t</sub>),-0.364
2035,R&D investment,Private capital (K<sub>t</sub>),-0.119
2036,R&D investment,Private capital (K<sub>t</sub>),0.14
2037,R&D investment,Private capital (K<sub>t</sub>),0.403
2038,R&D investment,Private capital (K<sub>t</sub>),0.667
2039,R&D investment,Private capital (K<sub>t</sub>),0.926
2040,R&D investment,Private capital (K<sub>t</sub>),1.177
2041,R&D investment,Private capital (K<sub>t</sub>),1.419
2042,R&D investment,Private capital (K<sub>t</sub>),1.651
2043,R&D investment,Private capital (K<sub>t</sub>),1.872
2044,R&D investment,Private capital (K<sub>t</sub>),2.082
2045,R&D investment,Private capital (K<sub>t</sub>),2.28
2046,R&D investment,Private capital (K<sub>t</sub>),2.467
2047,R&D investment,Private capital (K<sub>t</sub>),2.643
2048,R&D investment,Private capital (K<sub>t</sub>),2.808
2049,R&D investment,Private capital (K<sub>t</sub>),2.963
2050,R&D investment,Private capital (K<sub>t</sub>),3.108
2025,Government consumption,Private capital (K<sub>t</sub>),0.0
2026,Government consumption,Private capital (K<sub>t</sub>),-0.069
2027,Government consumption,Private capital (K<sub>t</sub>),-0.023
2028,Government consumption,Private capital (K<sub>t</sub>),0.018
2029,Government consumption,Private capital (K<sub>t</sub>),0.055
2030,Government consumption,Private capital (K<sub>t</sub>),0.088
2031,Government consumption,Private capital (K<sub>t</sub>),0.12
2032,Government consumption,Private capital (K<sub>t</sub>),0.149
2033,Government consumption,Private capital (K<sub>t</sub>),0.177
2034,Government consumption,Private capital (K<sub>t</sub>),0.203
2035,Government consumption,Private capital (K<sub>t</sub>),0.227
2036,Government consumption,Private capital (K<sub>t</sub>),0.251
2037,Government consumption,Private capital (K<sub>t</sub>),0.273
2038,Government consumption,Private capital (K<sub>t</sub>),0.294
2039,Government consumption,Private capital (K<sub>t</sub>),0.314
2040,Government consumption,Private capital (K<sub>t</sub>),0.334
2041,Government consumption,Private capital (K<sub>t</sub>),0.352
2042,Government consumption,Private capital (K<sub>t</sub>),0.369
2043,Government consumption,Private capital (K<sub>t</sub>),0.386
2044,Government consumption,Private capital (K<sub>t</sub>),0.402
2045,Government consumption,Private capital (K<sub>t</sub>),0.417
2046,Government consumption,Private capital (K<sub>t</sub>),0.431
2047,Government consumption,Private capital (K<sub>t</sub>),0.444
2048,Government consumption,Private capital (K<sub>t</sub>),0.457
2049,Government consumption,Private capital (K<sub>t</sub>),0.469
2050,Government consumption,Private capital (K<sub>t</sub>),0.481
2025,Infrastructure investment,Effective labor (N<sub>t</sub>),0.0
2026,Infrastructure investment,Effective labor (N<sub>t</sub>),0.294
2027,Infrastructure investment,Effective labor (N<sub>t</sub>),0.339
2028,Infrastructure investment,Effective labor (N<sub>t</sub>),0.369
2029,Infrastructure investment,Effective labor (N<sub>t</sub>),0.383
2030,Infrastructure investment,Effective labor (N<sub>t</sub>),0.387
2031,Infrastructure investment,Effective labor (N<sub>t</sub>),0.383
2032,Infrastructure investment,Effective labor (N<sub>t</sub>),0.375
2033,Infrastructure investment,Effective labor (N<sub>t</sub>),0.363
2034,Infrastructure investment,Effective labor (N<sub>t</sub>),0.35
2035,Infrastructure investment,Effective labor (N<sub>t</sub>),0.336
2036,Infrastructure investment,Effective labor (N<sub>t</sub>),0.321
2037,Infrastructure investment,Effective labor (N<sub>t</sub>),0.307
2038,Infrastructure investment,Effective labor (N<sub>t</sub>),0.292
2039,Infrastructure investment,Effective labor (N<sub>t</sub>),0.279
2040,Infrastructure investment,Effective labor (N<sub>t</sub>),0.266
2041,Infrastructure investment,Effective labor (N<sub>t</sub>),0.253
2042,Infrastructure investment,Effective labor (N<sub>t</sub>),0.242
2043,Infrastructure investment,Effective labor (N<sub>t</sub>),0.231
2044,Infrastructure investment,Effective labor (N<sub>t</sub>),0.221
2045,Infrastructure investment,Effective labor (N<sub>t</sub>),0.211
2046,Infrastructure investment,Effective labor (N<sub>t</sub>),0.202
2047,Infrastructure investment,Effective labor (N<sub>t</sub>),0.194
2048,Infrastructure investment,Effective labor (N<sub>t</sub>),0.186
2049,Infrastructure investment,Effective labor (N<sub>t</sub>),0.179
2050,Infrastructure investment,Effective labor (N<sub>t</sub>),0.172
2025,Human capital investment,Effective labor (N<sub>t</sub>),0.0
2026,Human capital investment,Effective labor (N<sub>t</sub>),0.865
2027,Human capital investment,Effective labor (N<sub>t</sub>),0.61
2028,Human capital investment,Effective labor (N<sub>t</sub>),0.53
2029,Human capital investment,Effective labor (N<sub>t</sub>),0.571
