horizon_quarter,scenario,variable,pct_dev
8,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.353
9,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.394
10,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.426
11,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.451
12,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.469
13,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.481
14,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.487
15,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.489
16,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.487
17,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.481
18,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.471
19,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.459
20,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.444
21,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.427
22,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.408
23,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.387
24,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.365
25,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.342
26,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.318
27,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.293
28,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.267
29,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.241
30,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.214
31,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.188
32,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.161
33,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.134
34,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.106
35,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.08
36,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.053
37,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.026
38,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),1.0
39,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.974
40,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.948
41,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.923
42,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.898
43,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.873
44,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.849
45,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.825
46,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.802
47,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.78
48,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.757
49,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.736
50,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.714
51,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.693
52,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.673
53,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.653
54,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.634
55,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.615
56,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.597
57,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.579
58,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.562
59,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.545
60,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.528
61,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.512
62,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.496
63,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.481
64,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.467
65,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.452
66,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.438
67,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.425
68,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.412
69,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.399
70,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.387
71,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.375
72,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.363
73,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.352
74,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.341
75,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.33
76,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.32
77,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.31
78,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.3
79,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.291
80,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.281
81,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.273
82,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.264
83,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.256
84,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.248
85,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.24
86,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.232
87,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.225
88,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.218
89,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.211
90,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.204
91,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.198
92,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.192
93,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.186
94,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.18
95,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.174
96,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.169
97,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.163
98,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.158
99,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.153
100,Infrastructure efficiency,Nominal interest rate (R<sub>t</sub>),0.148
1,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.273
2,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.245
3,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.232
4,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.231
5,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.241
6,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.258
7,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.282
8,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.313
9,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.349
10,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.388
11,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.431
12,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.476
13,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.524
14,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.572
15,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.622
16,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.671
17,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.721
18,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.77
19,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.819
20,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.867
21,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.914
22,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.959
23,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.003
24,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.045
25,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.085
26,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.124
27,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.16
28,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.195
29,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.227
30,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.258
31,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.286
32,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.312
33,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.337
34,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.359
35,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.379
36,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.398
37,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.414
38,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.429
39,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.441
40,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.452
41,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.461
42,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.469
43,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.475
44,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.48
45,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.482
46,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.484
47,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.484
48,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.483
49,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.481
50,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.477
51,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.473
52,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.467
53,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.46
54,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.453
55,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.444
56,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.435
57,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.425
58,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.414
59,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.403
60,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.391
61,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.378
62,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.365
63,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.351
64,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.337
65,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.322
66,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.307
67,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.292
68,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.276
69,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.26
70,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.244
71,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.228
72,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.211
73,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.194
74,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.177
75,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.16
76,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.143
77,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.126
78,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.109
79,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.091
80,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.074
81,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.057
82,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.04
83,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.023
84,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),1.005
85,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.988
86,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.971
87,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.954
88,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.938
89,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.921
90,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.904
91,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.888
92,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.872
93,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.856
94,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.84
95,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.824
96,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.808
97,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.793
98,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.777
99,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.762
100,Human-capital efficiency,Nominal interest rate (R<sub>t</sub>),0.747
1,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),-0.065
2,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.046
3,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.125
4,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.19
5,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.244
6,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.291
7,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.332
8,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.368
9,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.398
10,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.424
11,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.446
12,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.464
13,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.479
14,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.49
15,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.5
16,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.506
17,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.511
18,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.514
19,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.515
20,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.514
21,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.513
22,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.51
23,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.506
24,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.501
25,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.495
26,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.488
27,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.481
28,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.474
29,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.466
30,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.458
31,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.449
32,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.44
33,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.431
34,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.422
35,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.413
36,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.404
37,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.394
38,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.385
39,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.376
40,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.366
41,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.357
42,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.348
43,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.339
44,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.33
45,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.321
46,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.313
47,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.304
48,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.296
49,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.288
50,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.279
51,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.272
52,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.264
53,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.256
54,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.249
55,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.242
56,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.235
57,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.228
58,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.221
59,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.214
60,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.208
61,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.202
62,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.196
63,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.19
64,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.184
65,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.179
66,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.173
67,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.168
68,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.163
69,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.158
70,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.153
71,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.148
72,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.144
73,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.139
74,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.135
75,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.131
76,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.127
77,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.123
78,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.119
79,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.115
80,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.111
81,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.108
82,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.105
83,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.101
84,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.098
85,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.095
86,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.092
87,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.089
88,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.086
89,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.084
90,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.081
91,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.078
92,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.076
93,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.074
94,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.071
95,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.069
96,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.067
97,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.065
98,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.063
99,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.061
100,Infrastructure efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.059
1,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.029
2,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.071
3,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.068
4,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.056
5,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.044
6,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.037
7,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.033
8,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.033
9,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.037
10,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.043
11,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.052
12,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.064
13,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.077
14,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.091
15,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.107
16,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.123
17,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.14
18,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.158
19,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.176
20,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.194
21,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.212
22,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.23
23,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.248
24,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.266
25,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.283
26,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.299
27,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.315
28,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.331
29,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.346
30,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.36
31,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.374
32,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.387
33,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.399
34,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.41
35,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.421
36,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.431
37,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.44
38,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.448
39,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.456
40,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.463
41,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.47
42,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.476
43,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.481
44,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.485
45,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.489
46,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.492
47,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.495
48,Human-capital efficiency,Real interest rate (R<sub>t</sub>/Π<sub>t</sub>),0.497
